"Sea Level Scenario: 0.6167 meters "Protect None",
"Total Ha:",      1920

"Date","Site Desc.","Scenario","Parameters","Protection","SLR (eustatic)","DevDryLand","UndDryLand","Agriculture","Aritificial Pond","Artificial Salt Pond","Inland Open Water","Inland Shore","Freshwater Marsh","Seasonal Freshwater Marsh","Seasonally Flooded Agriculture","Dunes","Freshwater Forested/Shrub","Tidal Freshwater Forested/Shrub","Tidal Fresh Marsh","Irreg.-Flooded Marsh","Estuarine forested/shrub wetland","Artificial reef","Invertebrate reef","Ocean Beach","Regularly-flooded Marsh","Rocky Intertidal","Tidal Flat and Salt Panne","Riverine (open water)","Riverine Tidal","Tidal Channel","Estuarine Open Water","Open Ocean","Flooded Developed","SAV (sq.km)","Aggregated Non Tidal","Freshwater Non-Tidal","Open Water","Low Tidal","Saltmarsh","Transitional","Freshwater Tidal","GHG (10^3 Kg)","","","","","","","","","","","","",
"0","Oceanic","Custom","0.6167 meters ","Protect None",    0.0000,    0.0000,  566.2750,    0.0000,    0.0000,    0.0000,    2.2350,    0.0000,    5.6675,   19.5025,    0.0000,    0.0000,   72.4625,   37.5025,   17.9550,   64.3150,    6.1050,    0.0000,    0.0000,   28.4775,   29.7475,    0.0000,   28.5200,    7.9375,   21.6600,    0.0000,   28.8550,   10.7600,    0.0000,-9999.0000,  566.2750,   99.8675,   69.2125,   56.9975,   29.7475,   70.4200,   55.4575,    0.0000,
"2010","Oceanic","Custom","0.6167 meters ","Protect None",    0.0000,    0.0000,  560.9640,    0.0000,    0.0000,    0.0000,    2.1546,    0.0000,    5.6675,   18.5071,    0.0000,    0.0000,   72.5789,   37.4487,   17.9495,   54.6847,    8.4591,    0.0000,    0.0000,   29.1013,   41.3521,    0.0000,   28.7171,    7.2937,   22.3038,    0.0000,   28.9354,   11.8601,    0.0000,-9999.0000,  560.9640,   98.9080,   70.3930,   57.8184,   41.3521,   63.1438,   55.3982,    0.0000,
"2025","Oceanic","Custom","0.6167 meters ","Protect None",    0.0487,    0.0000,  560.4072,    0.0000,    0.0000,    0.0000,    2.1539,    0.0000,    5.6675,   18.4730,    0.0000,    0.0000,   72.6227,   37.4378,   17.9495,   54.7124,    6.9066,    0.0000,    0.0000,   28.2428,   37.7927,    0.0000,   10.3381,    7.2900,   22.3075,    0.0000,   52.7317,   12.9440,    0.0000,-9999.0000,  560.4072,   98.9171,   95.2732,   38.5808,   37.7927,   61.6191,   55.3873,-3854.3172,
"2050","Oceanic","Custom","0.6167 meters ","Protect None",    0.1874,    0.0000,  558.4582,    0.0000,    0.0000,    0.0000,    2.1426,    0.0000,    5.6675,   18.3726,    0.0000,    0.0000,   72.6509,   37.3687,   17.9495,   53.4616,    8.0003,    0.0000,    0.0000,   27.6730,   39.1769,    0.0000,   10.1575,    7.2809,   22.3166,    0.0000,   52.9915,   14.3093,    0.0000,-9999.0000,  558.4582,   98.8336,   96.8983,   37.8305,   39.1769,   61.4620,   55.3182,-10354.6107,
"2075","Oceanic","Custom","0.6167 meters ","Protect None",    0.3655,    0.0000,  554.9988,    0.0000,    0.0000,    0.0000,    2.0885,    0.0000,    5.6675,   18.2491,    0.0000,    0.0000,   72.6466,   37.2579,   17.9421,   49.3088,    9.2760,    0.0000,    0.0000,   27.4572,   43.0341,    0.0000,    9.3517,    7.2683,   22.3292,    0.0000,   55.0245,   16.0773,    0.0000,-9999.0000,  554.9988,   98.6517,  100.6993,   36.8089,   43.0341,   58.5847,   55.2000,-16808.6571,
"2100","Oceanic","Custom","0.6167 meters ","Protect None",    0.5517,    0.0000,  551.1203,    0.0000,    0.0000,    0.0000,    1.9455,    0.0000,    5.6675,   18.1261,    0.0000,    0.0000,   72.6254,   37.1462,   17.9113,   45.9334,    9.3228,    0.0000,    0.0000,   27.2751,   43.9190,    0.0000,   12.8697,    7.2521,   22.3454,    0.0000,   56.5319,   17.9858,    0.0000,-9999.0000,  551.1203,   98.3645,  104.1152,   40.1448,   43.9190,   55.2562,   55.0576,-23235.2466,
